last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Read, Raudy,600466,8,5.2,12.5,112.0,85.5,112.0,84.8,285,102,,2,25.0,0,0.0,0.0
Flores, Ramon,570717,8,-5.0,25.0,102.4,81.5,86.4,78.6,321,88,,2,25.0,0,0.0,0.0
Thompson, Jake,622097,8,-0.9,25.0,99.6,81.4,95.8,72.7,366,167,,1,12.5,1,12.5,7.1
Lavarnway, Ryan,543432,8,13.3,75.0,107.0,87.3,90.7,81.5,334,186,,3,37.5,0,0.0,0.0
Nido, Tomas,621512,8,9.8,62.5,102.0,90.5,97.3,70.2,347,219,,4,50.0,0,0.0,0.0
Gale, Rocky,502570,8,24.1,12.5,95.6,83.1,90.8,70.3,353,223,353,1,12.5,0,0.0,0.0
Andujar, Miguel,609280,7,-2.8,42.9,112.1,96.2,102.4,91.5,398,168,,4,57.1,2,28.6,25.0
Rusin, Chris,543734,7,-12.2,28.6,94.8,74.6,85.4,66.6,231,87,,0,0.0,0,0.0,0.0
Hammel, Jason,434628,7,-10.7,28.6,88.3,68.3,87.9,60.4,287,122,,0,0.0,0,0.0,0.0
Flexen, Chris,623167,7,-3.7,28.6,97.1,78.7,92.0,73.4,372,124,,1,14.3,0,0.0,0.0
Pena, Francisco,506747,7,10.1,42.9,110.2,90.3,93.1,88.3,430,207,418,3,42.9,2,28.6,20.0
Adames, Cristhian,542436,7,39.7,14.3,92.4,82.0,81.9,92.4,341,203,,0,0.0,0,0.0,0.0
Santana, Ervin,429722,7,-0.6,14.3,93.2,72.6,88.9,67.9,316,101,,0,0.0,0,0.0,0.0
Goodrum, Niko,592348,7,10.0,14.3,107.9,84.2,92.1,83.5,339,99,,2,28.6,0,0.0,0.0
Johnson, Micah,608672,7,5.0,14.3,99.6,80.6,88.8,76.6,205,116,,1,14.3,0,0.0,0.0
Nunez, Renato,600524,7,22.5,42.9,102.8,84.8,98.4,83.2,283,126,,1,14.3,1,14.3,6.3
Lorenzen, Michael,547179,7,-11.3,28.6,107.8,83.5,94.8,78.9,420,128,420,1,14.3,1,14.3,8.3
Lyles, Jordan,543475,7,-7.8,14.3,94.3,81.6,68.4,89.0,208,81,,0,0.0,0,0.0,0.0
Walker, Christian,572233,7,16.3,42.9,109.1,95.2,98.1,87.9,431,276,417,3,42.9,3,42.9,20.0
Casali, Curt,592200,7,21.7,28.6,99.9,83.0,92.7,74.8,409,222,409,2,28.6,1,14.3,7.7
Murphy, John Ryan,571974,6,5.6,16.7,101.2,94.3,99.1,89.6,367,151,,4,66.7,1,16.7,14.3
Koehler, Tom,543408,6,-12.4,16.7,90.4,77.8,77.5,77.8,257,80,,0,0.0,0,0.0,0.0
Delgado, Randall,517414,6,-3.7,33.3,105.2,72.1,78.4,70.9,281,102,,1,16.7,0,0.0,0.0
Jimenez, A.J.,543362,6,20.9,16.7,106.0,79.2,74.9,80.2,271,112,,1,16.7,0,0.0,0.0
Jackson, Edwin,429719,6,12.6,50.0,93.4,81.4,81.4,81.5,295,169,,0,0.0,0,0.0,0.0
Recker, Anthony,489232,6,-0.7,16.7,107.0,90.1,102.4,84.0,373,143,,2,50.0,0,0.0,0.0
Wallach, Chad,595453,6,21.1,33.3,102.4,91.1,95.6,89.9,360,196,,3,50.0,0,0.0,0.0
Susac, Andrew,572180,6,41.7,0.0,98.0,82.5,88.5,83.1,319,162,,1,16.7,0,0.0,0.0
Giavotella, Johnny,543213,6,20.1,16.7,104.6,92.4,89.7,97.8,307,172,,2,33.3,0,0.0,0.0
Lombardozzi, Steve,543459,6,-4.5,16.7,95.0,85.3,84.2,85.5,294,77,,1,16.7,0,0.0,0.0
Rodriguez, Eduardo,593958,5,-11.2,0.0,89.3,72.4,,74.0,165,85,,0,0.0,0,0.0,0.0
Fried, Max,608331,5,-17.3,0.0,85.4,73.5,,73.5,42,21,,0,0.0,0,0.0,0.0
Stripling, Ross,548389,5,16.0,40.0,92.1,71.0,83.6,61.1,343,142,,0,0.0,0,0.0,0.0
Milone, Tommy,543548,5,-21.9,0.0,98.0,79.9,,79.9,102,31,,1,20.0,0,0.0,0.0
Turner, Jacob,545363,5,-10.9,0.0,92.1,58.8,,59.7,138,62,,0,0.0,0,0.0,0.0
Burns, Billy,542993,5,26.4,0.0,84.2,70.3,70.5,69.3,208,112,,0,0.0,0,0.0,0.0
Snell, Blake,605483,5,-19.9,0.0,103.0,78.7,,78.7,78,27,,1,20.0,0,0.0,0.0
Finnegan, Brandon,605232,5,-6.1,20.0,94.6,79.7,87.2,77.8,173,85,,0,0.0,0,0.0,0.0
Cashner, Andrew,488768,5,-9.8,20.0,105.3,81.4,87.7,79.9,351,195,,1,20.0,0,0.0,0.0
Reed, AJ,607223,5,19.5,0.0,96.4,84.1,96.4,80.6,274,139,,1,20.0,0,0.0,0.0
Darvish, Yu,506433,5,-10.6,0.0,81.6,57.7,,51.7,109,62,,0,0.0,0,0.0,0.0
Zimmermann, Jordan,519455,5,-7.2,20.0,98.7,81.7,95.7,78.2,278,86,,2,40.0,0,0.0,0.0
Mahle, Tyler,641816,5,-18.9,0.0,94.0,78.8,,78.8,49,16,,0,0.0,0,0.0,0.0
Ceciliani, Darrell,571553,5,9.7,80.0,109.2,94.0,96.8,82.9,424,295,424,3,60.0,2,40.0,40.0
Alford, Anthony,546990,5,3.4,40.0,107.0,90.8,105.0,81.4,404,195,,2,40.0,1,20.0,12.5
Gonzalez, Miguel,456068,5,-26.5,0.0,85.4,60.4,,60.4,26,13,,0,0.0,0,0.0,0.0
Syndergaard, Noah,592789,5,1.1,20.0,110.3,91.4,102.9,83.6,329,152,,4,80.0,0,0.0,0.0
Rodon, Carlos,607074,5,22.3,20.0,104.2,79.1,104.2,65.6,375,200,,1,20.0,0,0.0,0.0
Dickson, O'Koyea,607297,5,41.7,40.0,95.6,88.3,93.9,,376,323,,1,20.0,0,0.0,0.0
Archer, Chris,502042,5,-15.1,0.0,90.6,71.9,,71.9,20,12,,0,0.0,0,0.0,0.0
Chen, Wei-Yin,612672,5,1.0,40.0,89.1,68.5,79.6,59.8,293,113,,0,0.0,0,0.0,0.0
Anderson, Brett,474463,4,-24.1,0.0,96.5,78.4,,78.4,18,10,,2,50.0,0,0.0,0.0
Flaherty, Jack,656427,4,-10.0,0.0,100.8,80.4,,80.4,46,21,,1,25.0,0,0.0,0.0
Musgrove, Joe,605397,4,-9.5,25.0,93.7,81.4,82.7,81.0,301,79,,0,0.0,0,0.0,0.0
Jansen, Kenley,445276,4,-14.2,25.0,99.9,79.7,99.3,73.2,326,114,,2,50.0,0,0.0,0.0
Vincej, Zach,572227,4,6.8,25.0,97.4,88.8,84.2,93.4,324,148,,1,25.0,0,0.0,0.0
Stephens, Jackson,623451,4,-4.6,50.0,102.5,78.1,82.6,73.7,392,151,,2,50.0,1,25.0,16.7
Tomlin, Josh,458708,4,10.8,50.0,86.9,82.0,77.6,86.4,288,146,,0,0.0,0,0.0,0.0
Diaz, Miguel,622766,4,-21.2,25.0,82.9,66.2,,66.2,111,57,,0,0.0,0,0.0,0.0
Odorizzi, Jake,543606,4,-12.1,25.0,96.0,78.8,96.0,73.1,283,103,,1,25.0,0,0.0,0.0
Espino, Paolo,502179,4,-15.2,0.0,100.8,72.3,,72.3,218,81,,2,50.0,0,0.0,0.0
Bethancourt, Christian,542194,4,30.0,25.0,99.3,95.9,95.9,96.0,350,231,,3,75.0,1,25.0,14.3
Cosart, Jarred,543054,4,-34.4,0.0,82.9,51.5,,51.5,,,,0,0.0,0,0.0,0.0
Selsky, Steve,592731,4,5.9,25.0,103.9,87.4,103.1,82.1,393,122,,3,75.0,1,25.0,11.1
Severino, Luis,622663,4,-1.7,0.0,98.7,97.0,97.3,96.9,318,110,,3,75.0,0,0.0,0.0
LaMarre, Ryan,534606,4,-5.2,0.0,104.8,76.2,81.8,74.4,238,71,,1,25.0,0,0.0,0.0
Peacock, Brad,502748,4,-8.8,50.0,98.2,86.9,87.7,86.2,231,114,,1,25.0,0,0.0,0.0
Shipley, Braden,640463,4,11.7,25.0,100.0,84.1,67.8,89.6,209,121,,1,25.0,0,0.0,0.0
Pill, Tyler,543652,4,22.8,0.0,82.9,80.3,79.4,82.9,283,262,,0,0.0,0,0.0,0.0
O'Grady, Chris,622217,4,-24.0,25.0,82.4,59.6,,59.6,86,25,,0,0.0,0,0.0,0.0
Weaver, Jered,450308,4,4.9,25.0,95.2,75.6,95.2,69.0,369,140,,1,25.0,0,0.0,0.0
Alvarez III, Henderson,506693,4,0.0,0.0,107.5,98.5,87.0,102.4,295,90,,2,50.0,0,0.0,0.0
Stammen, Craig,489334,4,11.5,25.0,102.0,81.6,97.6,63.2,296,172,,1,25.0,0,0.0,0.0
Zastryzny, Rob,642239,3,3.8,33.3,77.2,68.8,77.0,52.5,251,145,,0,0.0,0,0.0,0.0
Stewart, Brock,592779,3,6.5,33.3,74.2,60.2,69.8,41.0,257,231,,0,0.0,0,0.0,0.0
Miley, Wade,489119,3,-28.3,0.0,93.0,65.8,,65.8,10,6,,0,0.0,0,0.0,0.0
Carrasco, Carlos,471911,3,26.9,33.3,80.0,54.7,37.0,47.2,10,10,,0,0.0,0,0.0,0.0
Wisler, Matt,605538,3,-25.6,0.0,90.4,72.8,,72.8,49,26,,0,0.0,0,0.0,0.0
Albers, Andrew,452027,3,-32.2,0.0,90.8,57.6,,57.6,6,6,,0,0.0,0,0.0,0.0
McCullers Jr., Lance,621121,3,25.6,33.3,100.4,89.3,83.8,100.4,360,215,,1,33.3,0,0.0,0.0
Vargas, Jason,450306,3,-10.5,0.0,75.8,58.2,58.7,57.9,180,92,,0,0.0,0,0.0,0.0
Bonilla, Lisalverto,570810,3,-4.1,33.3,88.2,72.8,88.2,65.0,301,113,,0,0.0,0,0.0,0.0
Parmley, Ian,622210,3,-22.3,0.0,91.6,71.1,,71.1,9,8,,0,0.0,0,0.0,0.0
Biagini, Joe,607352,3,-36.9,0.0,82.9,61.1,,61.1,4,3,,0,0.0,0,0.0,0.0
Urias, Julio,628711,3,-39.2,0.0,82.9,55.6,,55.6,2,2,,0,0.0,0,0.0,0.0
Jackson, Luke,592426,3,-19.2,0.0,82.5,65.7,,65.7,71,30,,0,0.0,0,0.0,0.0
Mengden, Daniel,596043,3,-22.4,0.0,112.2,69.2,,69.2,25,16,,1,33.3,0,0.0,0.0
Miranda, Ariel,664641,3,-17.5,33.3,85.5,69.9,83.2,63.2,307,155,,0,0.0,0,0.0,0.0
Miller, Shelby,571946,3,11.3,0.0,105.9,91.7,74.3,100.5,236,102,,1,33.3,0,0.0,0.0
Nolasco, Ricky,445060,3,34.3,66.7,92.8,89.4,89.4,,324,299,,0,0.0,0,0.0,0.0
Wojciechowski, Asher,592879,3,40.0,0.0,101.1,84.0,77.7,101.1,193,166,,1,33.3,0,0.0,0.0
Lee, Zach,545346,3,-41.9,0.0,89.4,72.6,,72.6,7,4,,0,0.0,0,0.0,0.0
Peters, Dillon,596071,3,-29.2,0.0,66.8,49.6,,49.6,12,12,,0,0.0,0,0.0,0.0
Morton, Charlie,450203,3,-13.2,0.0,84.9,82.0,,82.0,21,12,,0,0.0,0,0.0,0.0
Latos, Mat,502009,3,15.6,33.3,94.7,82.3,94.7,82.9,247,210,,0,0.0,0,0.0,0.0
Stroman, Marcus,573186,3,16.1,66.7,98.9,88.5,97.6,70.3,370,230,370,2,66.7,1,33.3,14.3
Gossett, Daniel,605254,3,-47.1,0.0,85.3,56.9,,56.9,5,3,,0,0.0,0,0.0,0.0
Gohara, Luiz,627894,3,-36.6,0.0,65.0,49.0,,49.0,5,5,,0,0.0,0,0.0,0.0
Gant, John,607231,3,-23.2,0.0,100.0,85.7,,85.7,10,6,,1,33.3,0,0.0,0.0
Fulmer, Michael,605242,3,-42.9,0.0,101.5,61.9,,61.9,7,4,,1,33.3,0,0.0,0.0
Wilkerson, Aaron,658792,3,-3.4,33.3,99.9,98.5,97.3,99.2,304,110,,3,100.0,0,0.0,0.0
Kennedy, Ian,453178,3,-14.1,0.0,93.8,85.8,,85.8,24,12,,0,0.0,0,0.0,0.0
Boyd, Matthew,571510,3,-29.0,0.0,97.1,79.5,,79.5,4,4,,1,33.3,0,0.0,0.0
Berrios, Jose,621244,3,-0.9,33.3,75.9,59.4,69.2,39.6,225,126,,0,0.0,0,0.0,0.0
den Dekker, Matthew,544925,3,6.9,66.7,83.6,81.3,80.6,82.9,297,244,,0,0.0,0,0.0,0.0
Banda, Anthony,607455,3,-18.1,33.3,76.7,58.4,57.6,58.9,151,78,,0,0.0,0,0.0,0.0
Gaviglio, Sam,543208,3,-12.6,33.3,100.4,91.9,100.4,87.7,198,73,,2,66.7,0,0.0,0.0
Wittgren, Nick,621295,3,-13.5,0.0,92.7,88.3,,88.3,12,12,,0,0.0,0,0.0,0.0
Turley, Nik,543867,2,-5.1,0.0,92.3,72.9,92.3,53.6,139,74,,0,0.0,0,0.0,0.0
Bradley, Archie,605151,2,-8.9,50.0,104.4,98.9,104.4,93.3,260,133,,1,50.0,0,0.0,0.0
Davis, Rookie,606959,2,-6.3,50.0,92.1,66.6,92.1,41.0,337,337,,0,0.0,0,0.0,0.0
Ramirez, JC,500724,2,-22.2,0.0,93.0,87.9,,87.9,12,7,,0,0.0,0,0.0,0.0
Hand, Brad,543272,2,-50.5,0.0,43.0,42.0,,42.0,,,,0,0.0,0,0.0,0.0
De La Rosa, Jorge,407822,2,-39.0,0.0,41.0,41.0,,41.0,,,,0,0.0,0,0.0,0.0
Gallardo, Yovani,451596,2,-9.8,0.0,104.1,96.3,104.1,88.6,175,90,,1,50.0,0,0.0,0.0
Johnson, Brian,598271,2,32.2,0.0,92.0,86.0,,92.0,23,23,,0,0.0,0,0.0,0.0
Manaea, Sean,640455,2,-27.6,0.0,90.6,65.8,,65.8,9,9,,0,0.0,0,0.0,0.0
McGuire, Deck,592547,2,-8.6,0.0,95.9,95.4,,95.4,70,38,,2,100.0,0,0.0,0.0
Gore, Terrance,605253,2,-3.4,50.0,90.4,90.1,89.7,90.4,168,89,,0,0.0,0,0.0,0.0
Rondon, Hector,444468,2,-13.9,0.0,82.9,60.9,,60.9,13,13,,0,0.0,0,0.0,0.0
Kratz, Erik,456124,2,5.5,50.0,108.6,106.0,108.6,103.4,379,198,,2,100.0,1,50.0,50.0
McFarland, T.J.,519008,2,-19.0,0.0,90.3,86.6,,86.6,,,,0,0.0,0,0.0,0.0
Ramirez, Erasmo,541640,2,2.1,0.0,93.5,90.2,,90.2,137,92,,0,0.0,0,0.0,0.0
Shackelford, Kevin,594992,2,-13.4,0.0,86.3,78.1,,78.1,106,54,,0,0.0,0,0.0,0.0
Sale, Chris,519242,2,7.1,50.0,104.6,97.0,89.4,104.6,316,163,,1,50.0,0,0.0,0.0
Swihart, Blake,596119,2,4.4,0.0,84.4,62.2,84.4,40.0,261,261,,0,0.0,0,0.0,0.0
Marinez, Jhan,501697,2,7.6,50.0,98.8,96.7,94.7,98.8,334,183,,1,50.0,0,0.0,0.0
LeBlanc, Wade,453281,2,-6.6,50.0,91.8,86.7,91.8,81.6,197,101,,0,0.0,0,0.0,0.0
Floro, Dylan,571670,2,-2.5,50.0,87.3,84.9,87.3,82.5,256,131,,0,0.0,0,0.0,0.0
Fister, Doug,450729,2,46.9,50.0,80.0,79.6,79.1,,260,260,,0,0.0,0,0.0,0.0
Hamels, Cole,430935,2,-10.7,0.0,102.0,85.8,,85.8,15,12,,1,50.0,0,0.0,0.0
Reinheimer, Jack,595373,2,22.1,100.0,83.9,63.0,83.9,42.1,307,194,,0,0.0,0,0.0,0.0
Hader, Josh,623352,2,14.1,0.0,80.0,75.3,,70.6,3,3,,0,0.0,0,0.0,0.0
Cobb, Alex,502171,2,60.5,0.0,90.9,85.5,90.9,,247,247,,0,0.0,0,0.0,0.0
Ravin, Josh,502051,2,-36.3,0.0,82.6,61.8,,61.8,3,3,,0,0.0,0,0.0,0.0
Fedde, Erick,607200,2,-29.8,0.0,82.9,62.0,,62.0,,,,0,0.0,0,0.0,0.0
Grimm, Justin,518748,2,-10.0,0.0,82.9,78.8,,78.8,45,45,,0,0.0,0,0.0,0.0
Rosario, Alberto,451705,2,3.0,50.0,94.0,84.2,,84.2,121,73,,0,0.0,0,0.0,0.0
Kluber, Corey,446372,2,24.5,0.0,90.7,86.9,86.9,,284,228,,0,0.0,0,0.0,0.0
Gonzales, Marco,594835,2,-17.8,0.0,100.5,70.8,,70.8,82,82,,1,50.0,0,0.0,0.0
Verlander, Justin,434378,2,-0.9,50.0,81.3,79.9,78.4,81.3,267,136,,0,0.0,0,0.0,0.0
Lawrence, Casey,596271,2,-37.5,0.0,66.1,53.6,,53.6,4,4,,0,0.0,0,0.0,0.0
Bauer, Trevor,545333,2,-11.3,0.0,99.2,98.4,,98.4,16,13,,2,100.0,0,0.0,0.0
Pineda, Michael,501381,2,-17.8,0.0,99.0,70.0,,70.0,102,102,,1,50.0,0,0.0,0.0
Alexander, Scott,518397,2,-32.1,0.0,81.6,74.3,,74.3,4,4,,0,0.0,0,0.0,0.0
Clevinger, Mike,605182,2,-38.3,0.0,76.7,58.9,,58.9,3,3,,0,0.0,0,0.0,0.0
Pena, Felix,570240,2,2.8,50.0,91.9,87.2,,87.2,150,89,,0,0.0,0,0.0,0.0
Brice, Austin,592169,2,2.1,50.0,87.2,83.9,87.2,80.7,296,153,,0,0.0,0,0.0,0.0
Jimenez, Ubaldo,434622,2,-6.4,0.0,92.3,87.6,92.3,82.9,216,216,,0,0.0,0,0.0,0.0
Suarez, Albert,544150,2,-28.1,0.0,84.6,80.7,,80.7,10,7,,0,0.0,0,0.0,0.0
Green, Grant,502205,1,38.0,0.0,89.0,89.0,89.0,,,,,0,,0,0.0,0.0
Gilmartin, Sean,543219,1,18.2,100.0,93.8,93.8,93.8,,299,299,,0,0.0,0,0.0,0.0
Enns, Dietrich,608650,1,-22.5,0.0,75.1,75.1,,75.1,4,4,,0,0.0,0,0.0,0.0
Porcello, Rick,519144,1,-24.0,0.0,73.5,73.5,,73.5,5,5,,0,0.0,0,0.0,0.0
Krol, Ian,571871,1,34.7,0.0,74.9,74.9,74.9,,257,257,,0,0.0,0,0.0,0.0
Wilk, Adam,573244,1,-23.8,0.0,64.2,64.2,,64.2,4,4,,0,0.0,0,0.0,0.0
Schugel, A.J.,519263,1,-2.9,0.0,95.2,95.2,,95.2,27,27,,1,100.0,0,0.0,0.0
Shreve, Chasen,592741,1,-13.3,0.0,94.5,94.5,,94.5,11,11,,0,0.0,0,0.0,0.0
Morgan, Adam,605388,1,12.6,100.0,91.9,91.9,91.9,,253,253,,0,0.0,0,0.0,0.0
Tseng, Jen-Ho,627500,1,-17.2,0.0,95.0,95.0,,95.0,9,9,,1,100.0,0,0.0,0.0
Brebbia, John,605154,1,13.1,100.0,65.9,65.9,65.9,,132,132,,0,0.0,0,0.0,0.0
Sanchez, Anibal,434671,1,31.1,100.0,54.0,54.0,,,152,152,,0,0.0,0,0.0,0.0
Socolovich, Miguel,462515,1,-2.0,0.0,79.7,79.7,,79.7,31,31,,0,0.0,0,0.0,0.0
Keuchel, Dallas,572971,1,-10.9,0.0,88.0,88.0,,88.0,12,12,,0,0.0,0,0.0,0.0
Blazek, Michael,518468,1,-15.9,0.0,82.7,82.7,,82.7,9,9,,0,0.0,0,0.0,0.0
Pagan, Emilio,641941,1,-12.6,0.0,71.8,71.8,,71.8,11,11,,0,0.0,0,0.0,0.0
Blair, Aaron,594760,1,-2.5,0.0,106.8,106.8,,106.8,31,31,,1,100.0,0,0.0,0.0
Nuno III, Vidal,573064,1,23.4,100.0,77.0,77.0,77.0,,250,250,,0,0.0,0,0.0,0.0
Cecil, Brett,446399,1,-17.2,0.0,93.1,93.1,,93.1,7,7,,0,0.0,0,0.0,0.0
Berry, Quintin,450641,1,-39.0,0.0,41.0,41.0,,41.0,,,,0,0.0,0,0.0,0.0
Meyer, Alex,543542,1,15.7,100.0,70.8,70.8,70.8,,166,166,,0,0.0,0,0.0,0.0
Strop, Pedro,467008,1,14.9,100.0,104.6,104.6,104.6,,332,332,,1,100.0,0,0.0,0.0
Freeman, Sam,518693,1,-28.7,0.0,82.1,82.1,,82.1,6,6,,0,0.0,0,0.0,0.0
McGowan, Dustin,430661,1,-39.0,0.0,41.0,41.0,,41.0,,,,0,0.0,0,0.0,0.0
Price, David,456034,1,24.6,100.0,66.4,66.4,66.4,,206,206,,0,0.0,0,0.0,0.0
Shoemaker, Matt,533167,1,-62.0,0.0,43.0,43.0,,43.0,,,,0,0.0,0,0.0,0.0
Cotton, Jharel,605194,1,-5.6,0.0,89.5,89.5,,89.5,19,19,,0,0.0,0,0.0,0.0
Duensing, Brian,488846,1,4.0,0.0,94.6,94.6,,94.6,136,136,,0,0.0,0,0.0,0.0
Chavez, Jesse,445926,1,-39.0,0.0,41.0,41.0,,41.0,,,,0,0.0,0,0.0,0.0
Lindblom, Josh,458676,1,-12.4,0.0,98.1,98.1,,98.1,11,11,,1,100.0,0,0.0,0.0
Torres, Jose,600526,1,10.8,100.0,72.0,72.0,72.0,,126,126,,0,0.0,0,0.0,0.0
Kendrick, Kyle,452718,1,-3.7,0.0,33.5,33.5,,33.5,19,19,,0,0.0,0,0.0,0.0
Robles, Hansel,570663,1,-39.0,0.0,41.0,41.0,,41.0,,,,0,0.0,0,0.0,0.0
Avilan, Luis,501593,1,28.8,100.0,96.5,96.5,96.5,,363,363,,1,100.0,0,0.0,0.0
Salas, Fernando,477569,1,12.3,100.0,82.6,82.6,82.6,,194,194,,0,0.0,0,0.0,0.0
Gausman, Kevin,592332,1,-27.0,0.0,73.3,73.3,,73.3,5,5,,0,0.0,0,0.0,0.0
Iglesias, Raisel,628452,1,17.9,100.0,99.8,99.8,99.8,,347,347,,1,100.0,0,0.0,0.0
Lloyd, Kyle,643414,1,-28.4,0.0,89.7,89.7,,89.7,4,4,,0,0.0,0,0.0,0.0
Tazawa, Junichi,547749,1,-10.8,0.0,90.6,90.6,,90.6,10,10,,0,0.0,0,0.0,0.0
Smoker, Josh,519294,1,-5.3,0.0,88.4,88.4,,88.4,19,19,,0,0.0,0,0.0,0.0
Sabathia, CC,282332,1,57.9,0.0,71.7,71.7,,,173,173,,0,0.0,0,0.0,0.0
Barbato, Johnny,592127,1,17.6,100.0,94.9,94.9,94.9,,332,332,,0,0.0,0,0.0,0.0
Duffy, Danny,518633,1,-19.7,0.0,91.8,91.8,,91.8,10,10,,0,0.0,0,0.0,0.0
Storen, Drew,519322,1,20.7,100.0,36.7,36.7,,36.7,66,66,,0,0.0,0,0.0,0.0
Grace, Matt,594840,1,-20.7,0.0,82.9,82.9,,82.9,,,,0,0.0,0,0.0,0.0
Velazquez, Hector,584171,1,-39.0,0.0,41.0,41.0,,41.0,,,,0,0.0,0,0.0,0.0
Sanchez, Angel,605795,1,-18.8,0.0,68.8,68.8,,68.8,9,9,,0,0.0,0,0.0,0.0
Bergman, Christian,548357,1,24.1,100.0,88.7,88.7,88.7,,287,287,,0,0.0,0,0.0,0.0
Sipp, Tony,448609,1,46.7,0.0,71.2,71.2,71.2,,223,223,,0,0.0,0,0.0,0.0
Smith, Chris,434672,1,53.7,0.0,60.0,60.0,,,141,141,,0,0.0,0,0.0,0.0
Estrada, Marco,462136,1,-15.1,0.0,77.2,77.2,,77.2,10,10,,0,0.0,0,0.0,0.0
Montgomery, Jordan,656756,1,-24.8,0.0,88.9,88.9,,88.9,5,5,,0,0.0,0,0.0,0.0
Buchanan, Jake,594772,1,15.0,100.0,74.3,74.3,74.3,,208,208,,0,0.0,0,0.0,0.0
Kontos, George,502004,1,6.6,0.0,82.7,82.7,82.7,,129,129,,0,0.0,0,0.0,0.0
Ynoa, Gabriel,593679,1,-50.7,0.0,53.0,53.0,,53.0,2,2,,0,0.0,0,0.0,0.0
Hernandez, Ariel,554374,1,-37.5,0.0,81.8,81.8,,81.8,3,3,,0,0.0,0,0.0,0.0
Asher, Alec,594742,1,81.9,0.0,70.4,70.4,,,40,40,,0,0.0,0,0.0,0.0
Ellington, Brian,623395,1,-3.5,0.0,100.2,100.2,,100.2,28,28,,1,100.0,0,0.0,0.0
Happ, J.A.,457918,1,30.8,100.0,54.0,54.0,54.0,,156,156,,0,0.0,0,0.0,0.0
Blackburn, Paul,621112,1,-15.3,0.0,98.4,98.4,,98.4,10,10,,1,100.0,0,0.0,0.0
Locke, Jeff,502046,1,-28.5,0.0,80.6,80.6,,80.6,4,4,,0,0.0,0,0.0,0.0
Washington, David,572241,1,20.9,100.0,90.0,90.0,90.0,,298,298,,0,0.0,0,0.0,0.0
Holland, Derek,502706,1,6.6,0.0,88.4,88.4,88.4,,132,132,,0,0.0,0,0.0,0.0
Locastro, Tim,641796,1,55.9,0.0,70.2,70.2,,,184,184,,0,0.0,0,0.0,0.0
Rivera, Yadiel,592680,1,20.6,100.0,89.6,89.6,89.6,,307,307,,0,0.0,0,0.0,0.0
Nicasio, Juan,504379,1,47.2,0.0,85.8,85.8,85.8,,273,273,,0,0.0,0,0.0,0.0
Sewald, Paul,623149,1,35.1,0.0,30.1,30.1,30.1,,56,56,,0,0.0,0,0.0,0.0
Tanaka, Masahiro,547888,1,-39.0,0.0,41.0,41.0,,41.0,,,,0,0.0,0,0.0,0.0
Yacabonis, Jimmy,642231,1,-39.0,0.0,77.7,77.7,,77.7,3,3,,0,0.0,0,0.0,0.0
Bowman, Matt,621199,1,-39.0,0.0,41.0,41.0,,41.0,,,,0,0.0,0,0.0,0.0
