last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Descalso, Daniel,518614,257,12.8,37.7,107.4,87.0,92.1,81.6,416,194,400,74,28.8,13,5.1,3.3
Pina, Manny,444489,255,17.3,40.0,108.2,87.0,90.6,83.6,434,194,397,76,29.8,10,3.9,2.8
Romine, Andrew,461865,255,7.5,33.7,105.4,83.1,88.2,79.7,397,158,389,66,25.9,4,1.6,1.1
Utley, Chase,400284,255,10.7,37.3,107.7,86.6,91.4,81.1,424,186,398,72,28.5,11,4.3,3.1
Davis, Rajai,434658,255,11.2,34.1,107.0,85.4,90.9,82.2,410,167,387,62,24.4,6,2.4,1.6
Adams, Matt,571431,255,16.1,34.1,111.3,88.8,94.3,83.7,431,189,396,102,40.0,27,10.6,7.4
Davidson, Matt,571602,254,17.7,35.8,112.6,89.0,94.9,82.7,476,201,408,106,41.7,39,15.4,8.8
Gallo, Joey,608336,253,22.7,36.0,117.3,93.1,99.1,85.4,490,227,421,132,52.2,56,22.1,10.5
Gattis, Evan,594828,253,17.4,30.8,111.7,87.9,92.4,85.7,435,176,412,88,35.3,14,5.5,4.3
Sano, Miguel,593934,252,13.2,37.7,114.6,92.3,98.3,85.3,469,200,413,117,46.6,41,16.3,8.5
Smith, Seth,452234,252,9.9,36.9,112.4,89.8,94.9,84.7,428,184,400,102,40.5,18,7.1,4.8
Almora Jr., Albert,546991,251,7.6,33.1,111.0,86.3,90.9,83.4,423,165,398,81,32.3,10,4.0,3.1
Castro, Jason,488771,250,12.8,39.6,109.6,86.9,91.2,82.8,433,177,405,80,32.0,17,6.8,4.2
Gomez, Carlos,460576,249,14.9,37.3,113.1,87.5,91.2,84.1,461,200,407,87,34.9,22,8.8,5.2
Pearce, Steve,456665,248,13.7,35.1,108.6,87.2,92.1,83.3,434,178,393,89,35.9,17,6.9,4.9
Marte, Starling,516782,248,7.6,35.9,109.9,81.8,89.3,76.7,415,147,403,71,29.2,14,5.6,4.1
Castillo, Welington,456078,246,14.3,40.2,108.3,89.3,93.8,84.5,440,185,399,103,42.0,26,10.6,7.1
Diaz, Aledmys,649557,246,11.4,30.1,109.6,84.9,89.0,83.6,420,165,392,58,23.8,7,2.8,2.3
Cron, C.J.,543068,246,18.0,37.4,114.9,89.2,93.6,85.9,461,199,415,95,38.6,25,10.2,6.7
Valbuena, Luis,472528,246,16.8,30.1,108.4,87.3,93.1,82.0,438,195,400,79,32.1,27,11.0,6.7
Gomes, Yan,543228,245,16.2,29.4,110.2,86.1,92.6,81.1,457,174,391,78,31.8,14,5.7,3.7
Pirela, Jose,517369,244,5.9,29.5,112.9,88.7,94.0,84.8,450,161,410,95,39.1,11,4.5,3.2
Rojas, Miguel,500743,243,8.6,32.9,106.4,82.9,87.0,81.1,391,137,372,55,22.6,0,0.0,0.0
Hernandez, Gorkys,491676,241,8.2,31.1,108.9,83.7,89.3,81.6,389,150,,63,26.1,4,1.7,1.1
Happ, Ian,664023,241,12.9,37.3,114.2,88.1,93.4,83.5,443,194,403,95,39.4,32,13.3,7.7
Broxton, Keon,542979,241,9.4,38.6,109.8,86.3,92.7,79.2,449,183,403,83,34.4,28,11.6,6.0
Suzuki, Kurt,435559,240,18.1,33.8,107.3,86.9,91.9,82.3,414,188,390,81,34.5,17,7.1,5.5
Hicks, Aaron,543305,240,10.6,30.0,109.3,85.7,92.8,80.3,436,179,352,78,32.5,18,7.5,5.0
Kendrick, Howie,435062,239,0.8,33.9,113.3,87.2,93.3,83.3,437,141,409,81,34.0,19,7.9,5.7
Asuaje, Carlos,641319,237,12.5,36.7,103.1,83.2,89.4,77.5,420,169,393,43,18.4,4,1.7,1.2
Flowers, Tyler,452095,237,10.9,32.1,112.8,89.3,92.8,87.0,447,170,395,93,39.2,15,6.3,4.1
Garcia, Leury,544725,236,2.9,30.1,106.7,83.8,90.3,79.8,402,143,390,65,27.5,10,4.2,3.1
Moss, Brandon,461235,236,17.8,36.4,112.8,89.6,94.7,81.8,474,206,411,99,41.9,35,14.8,8.7
Smith, Kevan,607345,235,5.0,28.9,108.9,85.1,89.6,82.7,427,142,411,68,28.9,8,3.4,2.7
Miller, Brad,543543,232,10.5,26.7,112.7,88.9,94.3,85.4,445,178,411,88,37.9,14,6.0,3.4
Cespedes, Yoenis,493316,232,18.8,29.7,115.2,89.9,94.7,88.2,440,201,406,101,43.7,26,11.2,8.1
Zunino, Mike,572287,228,20.5,35.1,114.1,90.3,96.0,84.5,470,201,412,107,46.9,33,14.5,7.6
Lind, Adam,452252,226,10.6,33.2,118.3,90.6,95.3,86.7,426,179,398,100,45.0,19,8.4,6.3
Vogt, Stephen,519390,226,17.1,33.6,106.6,85.2,91.3,80.5,420,183,393,68,30.1,15,6.6,5.0
Martin, Russell,431145,225,6.8,32.9,108.9,88.0,95.1,82.7,449,157,399,85,37.9,16,7.1,4.4
Hernandez, Enrique,571771,221,13.2,30.8,111.5,88.1,93.1,83.7,421,178,397,80,36.5,16,7.2,4.7
Jackson, Austin,457706,220,10.3,36.4,108.2,88.7,90.7,87.1,409,163,385,74,33.8,11,5.0,3.5
Williams, Nick,608384,220,7.8,37.3,109.2,88.1,93.4,83.6,445,161,397,91,41.4,17,7.7,5.0
Carrera, Ezequiel,485567,217,2.6,30.9,106.7,81.9,90.8,75.1,405,153,381,57,26.4,9,4.1,2.8
Martinez, Jose,500874,215,10.6,37.7,111.5,90.4,93.8,87.2,436,179,401,95,44.4,23,10.7,7.5
Sogard, Eric,519299,213,12.8,35.7,105.1,83.5,88.7,79.1,408,164,395,48,22.6,3,1.4,1.0
Narvaez, Omar,553882,211,11.0,37.9,103.4,82.8,84.4,82.1,382,159,373,39,18.5,0,0.0,0.0
Hundley, Nick,460026,210,12.6,32.9,109.8,88.2,92.9,84.8,445,176,386,86,41.0,17,8.1,5.6
Sandoval, Pablo,467055,209,10.9,28.7,109.9,89.4,93.9,87.6,426,163,398,78,37.5,14,6.7,5.0
Hardy, J.J.,429666,207,8.6,34.8,106.3,86.7,91.3,83.1,402,177,386,63,30.6,6,2.9,2.2
Pederson, Joc,592626,206,10.2,26.2,114.1,90.1,96.1,85.9,433,162,402,85,41.3,18,8.7,5.6
Zimmer, Bradley,605548,203,6.1,26.6,114.6,86.5,93.8,81.7,435,147,412,81,39.9,18,8.9,5.4
Tulowitzki, Troy,453064,202,9.5,26.2,109.4,86.4,90.8,85.8,434,153,403,68,33.7,10,5.0,3.8
Cervelli, Francisco,465041,201,6.3,36.3,105.5,87.0,92.6,82.6,401,155,383,64,31.8,9,4.5,3.0
Leon, Sandy,506702,201,14.8,33.8,108.3,83.0,89.4,78.1,403,176,380,50,24.9,5,2.5,1.7
Rickard, Joey,572073,201,14.5,34.3,101.9,81.6,89.4,75.8,387,165,372,41,20.4,3,1.5,1.1
Chapman, Matt,656305,200,19.9,31.5,112.3,90.1,95.1,86.8,455,198,409,80,40.0,24,12.0,7.4
Lagares, Juan,501571,199,8.5,27.6,109.9,84.7,92.1,80.5,417,149,403,64,32.2,4,2.0,1.5
Presley, Alex,502100,199,8.8,40.7,105.2,84.9,88.9,83.7,383,163,365,47,23.7,2,1.0,0.8
Motter, Taylor,600301,197,12.6,35.5,110.9,87.1,91.9,83.6,424,178,393,64,32.7,8,4.1,2.9
Rosales, Adam,489267,197,16.0,29.4,106.7,86.0,90.9,81.2,413,175,380,65,33.2,6,3.0,1.9
Smith, Mallex,605480,197,3.5,25.9,105.0,77.2,84.9,72.3,392,139,390,33,16.8,3,1.5,1.1
Plouffe, Trevor,461858,196,11.6,30.6,109.2,87.9,94.7,84.1,431,159,412,75,38.3,8,4.1,2.6
Pinder, Chad,640461,193,12.3,39.9,111.0,89.4,94.7,83.1,460,195,418,83,43.0,22,11.4,7.1
Camargo, Johan,622666,193,9.0,32.1,109.2,87.6,91.4,85.6,437,157,411,69,35.8,9,4.7,3.5
Avila, Alex,488671,193,12.1,49.7,107.9,90.7,95.7,84.1,443,197,400,98,50.8,29,15.0,7.7
Gonzalez, Adrian,408236,192,14.2,38.0,106.7,87.7,91.8,83.2,429,188,402,59,30.7,7,3.6,2.8
Engel, Adam,641553,192,11.1,30.7,107.2,79.9,89.1,72.7,426,165,392,43,22.4,7,3.6,2.1
Jaso, John,444379,191,19.1,37.7,105.8,85.8,90.1,81.4,430,203,396,56,29.3,15,7.9,5.0
Young, Chris,455759,189,16.2,33.9,110.7,85.1,92.3,80.2,430,173,392,58,30.9,8,4.2,2.9
Aguilar, Jesus,542583,188,11.8,39.9,112.4,89.0,95.2,83.0,449,191,411,80,42.6,21,11.2,6.8
Saladino, Tyler,573135,188,12.9,25.0,106.5,84.1,89.0,82.3,394,156,,46,24.5,1,0.5,0.4
Marte, Ketel,606466,188,7.2,34.0,112.8,86.6,90.2,84.3,440,155,387,65,34.6,5,2.7,2.0
Chisenhall, Lonnie,502082,187,16.0,30.5,109.3,85.5,92.1,79.3,446,189,394,69,36.9,19,10.2,7.0
Chirinos, Robinson,455139,186,17.4,28.0,111.3,87.2,93.1,80.9,435,191,400,71,38.8,22,11.8,7.1
Iannetta, Chris,455104,186,15.6,38.7,111.4,87.9,93.8,82.5,441,191,400,68,36.6,17,9.1,5.4
Rivera, T.J.,608061,185,14.2,37.3,105.5,84.2,89.3,79.2,397,189,372,46,24.9,4,2.2,1.7
Goodwin, Brian,571718,185,14.2,37.3,108.8,87.6,91.6,84.7,448,188,399,64,34.6,17,9.2,6.1
Riddle, JT,595375,185,5.1,29.7,107.5,84.4,91.9,79.3,410,154,399,52,28.1,6,3.2,2.4
Werth, Jayson,150029,184,14.1,33.2,112.1,88.1,93.7,84.9,425,184,398,74,40.7,15,8.2,5.2
Albies, Ozzie,645277,184,15.0,35.9,107.0,86.5,90.0,82.8,397,185,385,47,25.5,9,4.9,3.7
Joseph, Caleb,543376,183,9.7,37.2,106.1,84.2,88.6,80.6,430,156,389,54,29.7,10,5.5,3.8
Garcia, Greg,594824,183,7.0,37.2,104.9,82.4,87.2,78.7,462,150,417,44,24.2,1,0.5,0.3
Rupp, Cameron,519237,182,8.4,31.9,111.2,88.6,95.5,83.7,425,177,392,75,41.2,18,9.9,5.4
Romine, Austin,519222,177,7.4,35.6,107.1,85.8,90.6,82.4,386,160,375,64,36.2,3,1.7,1.2
Osuna, Jose,591741,176,7.5,34.1,108.7,87.2,90.4,85.2,451,155,413,56,31.8,8,4.5,3.5
Wolters, Tony,547172,176,4.8,30.1,106.2,82.8,85.7,80.7,401,146,,33,18.8,1,0.6,0.4
Ramos, Wilson,467092,175,5.9,32.6,108.7,86.0,94.7,81.3,439,150,408,64,36.6,15,8.6,6.7
Barnes, Austin,605131,175,9.6,35.4,109.6,88.2,91.8,85.0,424,173,403,64,36.8,10,5.7,3.8
Hanson, Alen,593700,169,10.2,24.9,106.6,83.2,88.8,80.5,405,144,381,45,26.9,3,1.8,1.3
Kim, Hyun Soo,547957,168,9.1,35.7,109.2,88.1,91.8,85.0,404,162,404,61,36.3,6,3.6,2.5
Blanco, Gregor,453923,166,12.2,28.9,105.4,84.3,90.6,80.2,424,167,397,39,23.5,5,3.0,2.0
Vargas, Kennys,573627,165,11.3,30.9,116.2,86.3,92.9,83.1,483,163,422,50,30.3,15,9.1,5.7
Devers, Rafael,646240,165,7.7,26.1,112.3,89.2,95.4,85.9,433,156,390,74,44.8,14,8.5,5.8
Saunders, Michael,459431,163,11.7,26.4,108.3,85.8,91.4,82.3,413,157,398,51,31.5,11,6.7,4.7
Suzuki, Ichiro,400085,162,4.7,26.5,104.2,79.7,84.0,77.3,432,123,400,19,11.8,1,0.6,0.5
Espinosa, Danny,457787,160,12.0,31.3,112.5,85.2,90.9,81.4,433,178,403,45,28.7,11,6.9,3.7
Herrmann, Chris,543302,160,10.8,30.6,111.9,89.1,92.8,85.9,448,188,389,59,37.1,12,7.5,4.7
Maxwell, Bruce,622194,159,6.9,34.6,109.5,88.2,93.8,84.4,418,163,396,60,37.7,4,2.5,1.6
Szczur, Matt,519333,155,15.0,30.3,106.2,82.6,88.0,79.1,431,163,410,30,19.6,2,1.3,0.8
Tomlinson, Kelby,605509,153,3.7,35.3,104.5,80.5,88.3,75.5,393,142,393,23,15.0,1,0.7,0.5
Diaz, Elias,553869,151,6.2,31.1,109.3,86.3,89.1,85.2,419,146,419,55,36.4,3,2.0,1.5
Cordoba, Allen,642707,151,8.1,28.5,107.1,81.0,86.2,78.3,421,147,402,32,21.2,3,2.0,1.3
Garcia, Adonis,611177,151,5.9,25.2,107.8,87.1,91.0,85.0,424,140,394,50,34.0,5,3.3,2.7
Perez, Roberto,547379,151,5.0,31.8,113.4,84.4,93.5,76.9,430,163,401,59,39.1,10,6.6,4.0
Rivera, Rene,425784,150,15.2,38.0,108.8,86.9,90.2,82.7,410,199,393,53,35.3,16,10.7,6.8
Travis, Devon,581527,150,13.6,43.3,110.9,87.3,91.1,83.4,425,199,389,51,34.0,10,6.7,5.1
Robertson, Daniel,621002,148,8.3,28.4,108.2,85.5,93.2,80.1,425,170,392,45,30.4,5,3.4,2.0
Sucre, Jesus,491696,147,13.9,41.5,107.3,85.9,91.4,81.5,426,179,391,47,32.0,6,4.1,3.1
Nava, Daniel,537953,147,10.9,42.9,104.2,87.3,90.4,84.0,424,184,401,45,30.6,7,4.8,3.3
Adrianza, Ehire,501303,144,13.1,33.3,105.8,83.3,88.8,78.7,413,170,387,33,22.9,3,2.1,1.6
Marisnick, Jake,545350,143,15.9,29.4,111.2,85.7,93.5,76.9,454,202,405,49,34.3,17,11.9,6.6
Pennington, Cliff,460060,142,14.7,34.5,104.1,85.6,89.9,82.2,412,181,398,35,24.6,2,1.4,0.9
Montero, Miguel,471083,140,14.3,28.6,104.6,85.3,92.1,78.5,443,185,415,35,25.0,7,5.0,3.3
Peterson, Jace,607054,139,4.6,29.5,107.7,85.9,91.5,82.2,408,145,395,46,33.8,7,5.0,3.3
Machado, Dixon,553988,138,3.9,26.1,103.6,83.8,89.4,80.5,407,131,384,37,26.8,3,2.2,1.7
Bourjos, Peter,488721,137,5.8,24.1,112.7,84.9,91.1,81.8,435,143,398,37,27.2,5,3.6,2.5
Moore, Tyler,489138,136,17.4,32.4,105.9,87.7,91.9,82.5,413,197,392,44,32.4,11,8.1,5.4
Norris, Derek,519083,135,20.0,40.0,106.9,87.7,91.2,82.8,423,218,387,46,34.1,7,5.2,3.5
Valaika, Pat,642162,135,14.7,31.1,108.6,83.1,91.3,73.3,437,199,401,39,28.9,9,6.7,4.6
Urshela, Gio,570482,135,9.1,34.8,110.6,87.0,91.3,83.4,411,161,357,37,27.4,2,1.5,1.2
Amarista, Alexi,506560,131,9.3,42.7,102.0,83.8,87.2,80.4,392,174,375,22,16.8,1,0.8,0.6
Olson, Matt,621566,129,15.7,28.7,111.0,90.8,98.0,84.0,483,187,406,61,47.3,21,16.3,9.7
Gimenez, Chris,460269,128,15.1,35.2,106.7,85.0,91.4,78.7,401,180,380,40,31.3,4,3.1,1.8
Almonte, Abraham,501659,128,4.0,31.3,109.3,87.6,94.2,84.1,404,147,376,47,36.7,8,6.3,4.1
Ahmed, Nick,605113,128,9.9,35.2,104.6,84.7,91.6,79.2,426,157,383,31,24.2,3,2.3,1.7
Santana, Danny,542454,128,3.4,27.3,110.3,84.8,93.8,78.3,437,153,407,41,32.3,6,4.7,3.4
Mathis, Jeff,425772,126,11.9,36.5,109.5,86.6,91.1,84.2,445,185,419,30,23.8,2,1.6,1.0
Guyer, Brandon,446386,126,14.5,32.5,105.2,83.8,87.1,81.3,415,162,406,29,23.0,3,2.4,1.6
Hoskins, Rhys,656555,126,18.4,39.7,110.2,90.9,94.4,85.9,445,217,400,57,45.2,17,13.5,8.0
Moncada, Yoan,660162,125,12.3,33.6,110.4,88.5,93.6,83.9,417,169,392,44,35.2,12,9.6,5.2
Tapia, Raimel,606132,125,12.0,40.0,103.6,80.6,85.3,76.9,388,157,383,16,12.9,2,1.6,1.2
Phegley, Josh,572033,124,19.4,39.5,106.9,85.2,89.3,80.9,414,194,404,37,29.8,7,5.6,4.3
Butera, Drew,460077,123,17.8,31.7,103.4,84.7,89.2,81.8,408,186,378,30,24.6,0,0.0,0.0
Hicks, John,543308,123,7.7,35.0,110.7,85.3,92.5,79.5,444,165,394,40,32.5,11,8.9,5.8
Diaz, Yandy,650490,122,0.0,28.7,112.8,91.5,94.1,90.8,386,125,,62,50.8,4,3.3,2.2
Nimmo, Brandon,607043,120,9.6,43.3,109.9,88.8,92.7,85.0,421,175,390,45,37.5,8,6.7,3.7
Smith, Dominic,642086,119,9.7,33.6,107.5,89.6,94.7,85.4,425,167,394,50,42.0,10,8.4,5.5
Prado, Martin,445988,119,6.3,34.5,107.3,86.8,90.8,84.8,399,154,387,40,33.6,2,1.7,1.4
Canha, Mark,592192,118,19.8,36.4,110.8,88.1,92.0,87.0,453,189,406,40,33.9,7,5.9,3.7
Bandy, Jett,542908,118,16.2,39.8,103.0,85.2,89.4,81.6,421,184,389,26,22.2,5,4.2,2.7
Kivlehan, Patrick,623182,118,10.4,28.8,113.0,86.6,94.4,81.6,430,176,393,38,32.2,9,7.6,4.4
Knapp, Andrew,595284,117,4.6,30.8,107.0,88.9,95.1,85.0,434,139,404,47,40.2,3,2.6,1.5
Tomas, Yasmany,630111,117,8.8,29.9,111.3,91.3,97.3,86.1,433,190,394,57,49.1,13,11.1,7.2
Rosario, Amed,642708,116,7.2,36.2,105.5,84.3,89.8,80.0,400,142,388,29,25.0,3,2.6,1.8
Ellis, A.J.,454560,116,10.2,27.6,106.4,84.4,92.5,78.5,419,162,387,36,31.0,3,2.6,1.8
Marrero, Deven,571918,115,0.7,31.3,109.4,84.2,89.1,80.6,406,143,384,29,25.7,3,2.6,1.6
Stewart, Chris,455755,112,7.8,36.6,101.7,82.7,88.2,77.5,389,170,,18,16.7,0,0.0,0.0
Parker, Jarrett,592620,112,10.2,33.9,110.2,86.7,92.3,83.8,441,157,403,34,30.4,12,10.7,6.8
Ruiz, Rio,547004,112,4.1,27.7,105.9,88.0,94.2,83.5,418,155,373,40,35.7,7,6.3,4.0
Carter, Chris,474892,110,22.2,31.8,110.8,89.7,92.7,86.8,430,209,406,41,37.6,13,11.8,6.3
Delmonico, Nicky,547170,110,11.0,39.1,108.4,82.6,90.9,76.5,413,175,383,29,26.4,6,5.5,3.6
La Stella, Tommy,600303,109,13.7,38.5,103.4,87.4,92.9,82.5,390,182,358,32,29.4,3,2.8,2.0
Lobaton, Jose,446653,108,8.9,32.4,108.2,84.2,92.8,78.6,424,149,414,33,30.6,6,5.6,3.8
Holt, Brock,571788,108,4.8,24.1,101.0,83.3,86.6,81.7,376,121,,16,14.8,0,0.0,0.0
Bird, Greg,595885,107,20.2,31.8,109.6,89.7,95.6,82.8,429,216,390,43,41.0,9,8.4,5.3
Brugman, Jaycob,595144,106,5.9,31.1,107.5,86.1,89.8,83.0,399,153,386,30,28.6,2,1.9,1.2
Cuthbert, Cheslor,596144,105,12.0,34.3,110.6,85.8,92.0,78.7,416,177,408,30,28.6,3,2.9,2.0
Mesoraco, Devin,519023,104,17.4,32.7,107.2,83.4,90.6,75.0,423,181,402,28,26.9,6,5.8,3.6
Fuentes, Rey,571681,102,8.2,31.4,109.5,81.7,86.7,77.9,424,161,398,24,23.5,3,2.9,2.1
Blash, Jabari,518466,99,15.0,39.4,113.5,87.3,94.4,78.6,450,189,418,37,37.8,10,10.1,5.1
Tejada, Ruben,514913,99,14.0,38.4,103.5,85.3,89.4,81.6,386,174,,26,26.3,1,1.0,0.8
Winker, Jesse,608385,98,7.6,33.7,107.2,87.5,91.5,84.3,421,162,382,32,32.7,7,7.1,5.1
Jones, Ryder,624507,98,17.6,30.6,107.4,85.5,89.7,83.6,405,176,389,24,25.0,4,4.1,2.4
Blanco, Andres,433217,98,8.3,30.6,106.4,84.0,87.3,83.0,402,157,394,23,23.5,3,3.1,2.1
Sanchez, Hector,516949,97,20.0,35.1,106.7,86.6,91.1,83.4,422,188,397,26,27.1,7,7.2,4.9
Schimpf, Ryan,572114,97,30.4,33.0,108.0,85.8,91.4,77.8,426,217,390,30,30.9,16,16.5,8.1
Candelario, Jeimer,600869,97,13.0,37.1,108.2,86.7,91.6,83.8,425,171,413,32,33.0,4,4.1,2.8
Collins, Tyler,607385,96,14.3,35.4,108.7,89.4,94.3,84.5,430,204,394,36,37.5,6,6.3,3.6
Maile, Luke,571912,96,12.6,31.3,107.2,83.3,89.4,79.5,405,164,394,20,20.8,4,4.2,2.9
Torrens, Luis,620443,96,3.2,26.0,106.2,84.5,89.8,81.4,397,137,,28,29.2,1,1.0,0.7
Telis, Tomas,542513,95,7.2,34.7,104.8,83.3,88.7,79.9,395,144,,17,17.9,1,1.1,0.9
Martin, Leonys,547982,95,9.8,29.5,108.0,83.8,89.7,80.6,403,166,377,30,31.6,4,4.2,2.9
Arroyo, Christian,624414,94,4.1,25.5,108.7,87.4,93.0,84.8,406,139,396,27,29.3,3,3.2,2.2
Marte, Jefry,527043,94,8.7,27.7,108.5,85.2,90.9,79.6,415,174,387,26,27.7,4,4.3,2.8
Fisher, Derek,605233,92,4.2,30.4,114.1,88.0,94.7,83.5,432,142,384,36,39.1,5,5.4,3.0
Frazier, Clint,640449,92,13.8,38.0,111.0,88.7,93.8,85.1,455,188,400,37,40.2,11,12.0,7.7
Powell, Boog,621471,90,9.7,30.0,102.6,84.3,87.7,82.2,393,159,382,17,18.9,2,2.2,1.5
Ruiz, Carlos,434563,89,11.5,39.3,110.1,87.2,91.6,83.6,419,181,400,33,37.1,5,5.6,3.4
Slater, Austin,596103,88,1.6,28.4,110.6,87.5,93.0,84.6,461,130,406,28,31.8,3,3.4,2.4
Granite, Zack,643335,86,7.8,26.7,102.7,83.5,84.8,83.4,365,126,365,19,22.1,0,0.0,0.0
Franklin, Nick,545338,84,7.2,39.3,106.7,83.0,91.2,77.7,422,168,408,26,31.0,2,2.4,1.7
Plawecki, Kevin,608700,84,8.7,33.3,110.5,87.1,93.5,83.0,414,154,402,28,33.3,3,3.6,2.5
Voit, Luke,572228,83,11.3,34.9,109.2,91.3,97.4,85.2,429,177,400,35,42.2,8,9.6,6.5
Young Jr., Eric,458913,82,0.1,22.0,106.2,82.6,88.8,79.2,404,130,391,24,30.0,1,1.2,0.8
Gentry, Craig,502226,81,5.8,30.9,103.8,82.1,90.6,76.2,386,154,385,19,23.5,4,4.9,3.4
Toles, Andrew,592808,80,6.3,35.0,109.2,85.3,93.2,79.8,421,164,405,23,29.1,6,7.5,5.9
Moroff, Max,621559,79,15.2,36.7,107.4,84.1,89.5,78.5,420,191,401,17,21.5,4,5.1,2.9
Robertson, Daniel,543706,78,-3.2,19.2,102.3,83.1,88.6,82.0,377,97,377,15,19.2,0,0.0,0.0
Rua, Ryan,607387,78,11.1,32.1,116.2,84.4,90.9,79.0,411,166,388,25,32.1,7,9.0,4.9
Reynolds, Matt,608703,77,6.7,20.8,108.2,85.4,88.1,83.8,394,133,394,25,32.5,2,2.6,1.5
Garcia, Willy,591994,77,9.6,31.2,109.5,87.1,92.3,85.1,418,161,403,24,31.2,3,3.9,2.5
Rasmus, Colby,458675,77,13.8,41.6,108.5,87.9,95.0,75.7,431,222,407,34,44.2,12,15.6,9.3
Garneau, Dustin,572863,77,20.6,37.7,106.1,83.0,87.6,76.7,400,188,391,16,21.1,2,2.6,1.6
Drew, Stephen,452220,77,20.5,33.8,103.9,88.1,90.6,84.9,399,196,399,18,23.4,2,2.6,1.9
Hanigan, Ryan,452672,77,2.4,24.7,101.3,82.8,86.8,81.0,400,127,367,14,18.2,1,1.3,0.9
Jones, JaCoby,592444,76,8.5,31.6,107.3,85.4,92.9,79.7,402,165,376,27,35.5,6,7.9,3.9
Rodriguez, Sean,446481,76,11.8,38.2,109.0,85.4,92.4,76.9,428,187,391,21,27.6,3,3.9,2.0
Cowart, Kaleb,592230,76,4.8,34.2,111.4,83.5,91.4,78.9,424,158,409,22,28.9,3,3.9,2.6
Rutledge, Josh,592710,76,1.6,30.3,108.7,87.2,89.4,86.0,388,141,,21,27.6,1,1.3,0.8
Gonzalez, Erik,570481,75,2.5,37.3,109.2,87.2,93.3,83.2,433,137,401,31,41.3,7,9.3,6.1
Alfaro, Jorge,595751,74,8.2,37.8,114.5,88.1,94.9,82.5,459,161,423,27,36.5,7,9.5,6.1
Eaton, Adam,594809,74,6.6,24.3,107.4,86.4,91.6,83.6,411,154,397,25,34.7,3,4.1,2.8
Adams, Lane,572669,74,13.0,39.2,111.3,84.7,91.1,78.5,421,169,410,28,38.4,9,12.2,7.4
Aviles, Mike,449107,74,10.3,25.7,103.3,80.7,85.7,78.2,366,126,366,11,14.9,0,0.0,0.0
Graterol, Juan,492802,73,7.6,39.7,104.6,81.2,85.3,77.7,363,149,,11,15.3,0,0.0,0.0
Gillaspie, Conor,543216,71,10.3,32.4,103.2,85.1,90.8,81.3,384,157,374,15,21.4,2,2.8,2.3
Refsnyder, Rob,608701,71,5.7,22.5,108.9,85.6,90.6,84.3,379,138,,23,32.9,3,4.2,3.1
Kelly, Ty,571841,71,10.4,35.2,106.0,81.5,90.0,73.9,401,173,372,11,15.5,2,2.8,1.9
Alcantara, Arismendy,570489,68,5.7,20.6,109.3,81.6,87.3,79.2,395,122,395,14,20.6,2,2.9,1.9
Perkins, Cameron,573088,67,7.3,25.4,111.4,87.3,92.6,84.8,415,146,395,26,38.8,1,1.5,1.0
Orlando, Paulo,449181,66,13.0,33.3,108.9,87.8,90.9,88.0,412,171,404,21,31.8,3,4.5,3.3
Robinson, Drew,592685,65,14.3,43.1,110.8,87.3,97.1,79.5,441,174,421,23,35.4,9,13.8,7.4
Turner, Stuart,642156,62,14.4,29.0,107.3,86.2,90.2,84.7,434,174,415,15,24.6,2,3.2,2.2
Bader, Harrison,664056,62,7.8,27.4,108.5,85.6,89.3,81.9,405,177,395,23,37.1,6,9.7,6.5
Torres, Ramon,593527,62,11.2,30.6,102.5,79.0,81.7,78.1,352,140,,7,11.3,0,0.0,0.0
Soler, Jorge,624585,61,19.6,26.2,114.4,89.0,94.4,86.5,464,183,441,21,34.4,4,6.6,3.6
Peterson, Shane,451089,59,14.3,33.9,108.6,85.8,90.4,83.3,401,172,382,18,30.5,5,8.5,5.7
Cecchini, Gavin,608325,58,16.2,27.6,103.9,80.5,85.7,77.3,377,131,,10,17.2,1,1.7,1.2
Kelly, Carson,608348,58,7.7,20.7,104.4,82.0,93.1,75.7,376,138,,17,29.3,0,0.0,0.0
Anderson, Brian,605119,57,8.5,43.9,110.6,87.7,92.1,85.4,392,146,,22,38.6,3,5.3,3.2
Luplow, Jordan,656669,57,18.1,36.8,104.7,86.5,91.9,82.8,431,180,404,17,29.8,3,5.3,3.4
Dickey, R.A.,285079,56,-3.5,19.6,90.6,68.5,76.1,65.5,276,74,,0,0.0,0,0.0,0.0
Stassi, Brock,595426,56,14.2,33.9,104.5,87.5,89.4,87.2,413,177,400,14,25.0,3,5.4,3.3
Adduci, Jim,451192,56,6.7,28.6,113.1,88.8,94.3,85.5,395,157,367,24,42.9,4,7.1,4.3
Hill, Aaron,431094,56,23.3,26.8,104.6,86.3,91.0,84.3,397,192,397,14,25.0,2,3.6,2.5
Coghlan, Chris,458085,55,9.7,27.3,102.8,83.7,89.8,77.6,386,173,386,16,29.1,0,0.0,0.0
Phillips, Brett,621433,54,12.5,38.9,104.5,85.7,89.4,79.9,428,185,396,17,31.5,5,9.3,5.1
deGrom, Jacob,594798,53,5.8,34.0,105.1,81.2,90.0,75.4,379,138,379,10,18.9,0,0.0,0.0
